Authors,Link
"Wegener D., Rüping S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053023976&partnerID=40&md5=c39b68d0373d225cb5030b33bf3927ff"
"Viaene S., Van Den Bunder A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053208893&partnerID=40&md5=bdf77b0020e8e2ba541580598baf391d"
"Varshney K.R., Mojsilovi A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052191357&partnerID=40&md5=e7af506105d571eeff4b258864804f05"
"Feng S., Zhou S., Liu Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961094519&partnerID=40&md5=61c14f7b19c32e9a674d76588fa457ac"
"Bhatnagar V., Ranjan J., Singh R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960512218&partnerID=40&md5=9c6884f42494d7aed331747e839037bc"
"Renick J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958729462&partnerID=40&md5=77ac4262c78a8c0939ab292d63cf8402"
"Peng Y., Zhang Y., Tang Y., Li S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953753719&partnerID=40&md5=213ff64664e7b4872dda7c35bfb23553"
"Song Y., Peng X., Dong W., Hu Z.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953747225&partnerID=40&md5=dbc0fdbbf86dbdf5054fd058f7ef8595"
"Ranjan J., Bhatnagar V.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952293656&partnerID=40&md5=6e96587596dcd4b1949ac8833db5b83c"
"Wy J., Jeong S., Kim B.-I., Park J., Shin J., Yoon H., Lee S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650528444&partnerID=40&md5=ace4824fd2f95c88d7adbeb00ce77c53"
"Hagland M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953818725&partnerID=40&md5=69c9407efdae517d1668c73b57828744"
"Essaid M., Grimaud F., Burlat P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857182400&partnerID=40&md5=17b1bd62a0bb9c3541de95efe7cb2264"
"Adnan M., Nagi M., Kianmehr K., Tahboub R., Ridley M., Rokne J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893334539&partnerID=40&md5=d82aafdf7bcd21835fb1397c1a4adae3"
"Gros M.E., Goul M., Demirkan H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959611562&partnerID=40&md5=158fd8821d99b9cd3a1e9d9e3fd7f655"
"Doderer M.S., Yoon K., Robbins K.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650594428&partnerID=40&md5=8d89bbe90d2d82fa8e216c49ad8c324a"
"Bowers A.J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960794317&partnerID=40&md5=7820eb92e3d69b74e0771d701e7973d7"
"Weiss S.M., Baseman R.J., Tipu F., Collins C.N., Davies W.A., Singh R., Hopkins J.W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149284202&partnerID=40&md5=90c6a79c2d8af2c63af82240404d5122"
"Çiflikli C., Kahya-Özyirmidokuz E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956339581&partnerID=40&md5=9a91af2f6f3abbb586310701ab5b02f9"
"Gao J., Koronios A., Kennett S., Scott H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874370066&partnerID=40&md5=b277e04d66a2492dbfc3f65344ea4523"
"Seng J.-L., Chen T.C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957825754&partnerID=40&md5=65ee107ee382d9c4c5b2dd7ada533a4f"
"Kocakoç I.D., Erdem S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892419430&partnerID=40&md5=868e5c991205e177a7a0b1f73038cf44"
"Paredes-Moreno A., Martínez-López F.J., Schwartz D.G.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955305184&partnerID=40&md5=77b93964b1126be612cd0ca7f35dc538"
"Marsh J.A., McCombs J.S., Martorell F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958016742&partnerID=40&md5=347999ce8caf37d19045de889748611c"
"Bhatnagar V., Ranjan J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957975700&partnerID=40&md5=14feec2f0038dbdf5b2a9fcad923ce95"
"Tasdoven H., Sahin B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956376838&partnerID=40&md5=3042471f3a7184d27d10f6c5c45ea8c6"
"Laosiritaworn W., Holimchayachotikul P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78249264467&partnerID=40&md5=623671bc0a2975a880a0b60215e6d99b"
"Wiener M.C., Obando L., O'neill J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953355105&partnerID=40&md5=57dc6c4bc5d0d84795e723fa8b4d573d"
"Trkman P., McCormack K., De Oliveira M.P.V., Ladeira M.B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955710529&partnerID=40&md5=31398abe5d3136a8058a02b8962a976e"
"Sherrod D., McKesson T., Mumford M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955495607&partnerID=40&md5=cc47fb6c772623f561218516570ac1cf"
"Morrisey L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949551160&partnerID=40&md5=857685405264b2418d1dd9f81ea9c887"
"Zhou G., Wang L., Wang D., Reichle S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953336330&partnerID=40&md5=23cbac630f0b2f710dd28847a9d07e73"
"Huang C.-F., Hsueh S.-L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950219982&partnerID=40&md5=f5e2614897b3b069752f16a2545d52a4"
"Hsu C.-Y., Chien C.-F., Lin K.-Y., Chien C.-Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956484289&partnerID=40&md5=f7f8ddbdfc8dbafd3ee49050ed301b64"
"Durán O., Rodriguez N., Consalter L.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71749100768&partnerID=40&md5=de3d5fba8463224164ce88c587a5968a"
"Haggerty J., Haggerty S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649173265&partnerID=40&md5=781fc99f8222aa2a210f3e52eb386d6e"
"Wanqing L.I., Lihua M.A., Dong W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950131260&partnerID=40&md5=2e88b461dd4a8859563954d42f98e72c"
"Dutton W., Pister K., Varian H., Bernard R., Salkowitz R., Bughin J., Chui M., Manyika J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987788972&partnerID=40&md5=0be9ac2f088ffe10aafa8e66fa652474"
"Cabrera C.B., Ordieres Meré J.B., Castejon Limas M., José Del Coz Díaz J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951112796&partnerID=40&md5=5d4c70e1bafd160f774fe0de157f5272"
"Soares C., Ghani R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049273816&partnerID=40&md5=7ab2f92057040433444f0f6225dd07d8"
"Hsu C.-H., Lee T.-Y., Kuo H.-M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450198193&partnerID=40&md5=945da7af8d67146c46e4d78f243fd0ab"
"Lin Y.-C., Chen T.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952280846&partnerID=40&md5=a8916ee52dbb41e8e1ff6153e8938d59"
"Bhatnagar A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350464313&partnerID=40&md5=3010f30db5de5782ff9790793bb1795c"
"Ranjan J., Bhatnagar V.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349633449&partnerID=40&md5=a116a42952f3e4aee4db8e7bf928202e"
"Last M., Danon G., Biderman S., Miron E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449196774&partnerID=40&md5=c81356546e3e8465ddd27fb00607129d"
"Choudhary A.K., Harding J.A., Tiwari M.K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449130980&partnerID=40&md5=d0185a472bd8b50ec8d31b4fac0d8f9a"
[No author name available],"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77749304335&partnerID=40&md5=3299e28bbcbee7c7e6f1bfa32591182f"
"Leblanc R.-M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77749248997&partnerID=40&md5=48b6d50591e3d06aa7a54ded4e327db4"
"Holbrook M.C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67249153513&partnerID=40&md5=3839dccdffe8f93e4e958ebed3c58cbf"
"Poon S.K., Davis J.G., Choi B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56349152724&partnerID=40&md5=043e968e94d24464d2b818cc3e6486d4"
"Sharma S., Osei-Bryson K.-M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56349108935&partnerID=40&md5=858a0e7b6818432951c395c8e693d9a1"
"Feinberg B.A., Gilmore J., Haislip S., Gondesen T., Saleh M.N., Lenz W.H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61349174544&partnerID=40&md5=740dd58831789a6b017b196ef5e31f5b"
"Li L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74549147342&partnerID=40&md5=8c17b8ebf2d58056c670a36b8d09f485"
"Dayyani B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651558887&partnerID=40&md5=fa2cd6a4d5d636a86a4da1b9dfe45ca8"
"Li L., Chang Q., Ni J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449688157&partnerID=40&md5=ff5a761846466114916d7950addde3bd"
"Perzyk M., Biernacki R., Kozlowski J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049120565&partnerID=40&md5=058dd92fa56f472fa89451d6f950d6b9"
"Luo M., Childress M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-63049087405&partnerID=40&md5=b3b4f779036bf1013098583599af11bf"
"Mingchu L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57149134784&partnerID=40&md5=ac06e3f1e6e3e35b9473f94cf5673d1c"
"Qiu L., Li Y., Wu X.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54049092431&partnerID=40&md5=31c1f21021d2c68e618dcea95ae5752f"
"Wohlstetter P., Datnow A., Park V.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51749092816&partnerID=40&md5=d1b3e2ffec818f6d0cde32d34a93a1db"
"Wang H., Wang S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44849121951&partnerID=40&md5=d5221ef9b7f0491203b1ae0dfee48ecc"
"Sahay B.S., Ranjan J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40949131891&partnerID=40&md5=839f9653b85abb098a9fd83362714fd4"
"Berendt B., Preibusch S., Teltzrow M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42649122624&partnerID=40&md5=f3d60c54368f6417c2e73fc3e162ab3a"
"Yeh R.-L., Liu C., Shia B.-C., Cheng Y.-T., Huwang Y.-F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39549085594&partnerID=40&md5=709b4a1f76e44f5407625321592f1e0d"
"Bommireddipalli V., Nicola M., Tortolani T.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45749092522&partnerID=40&md5=5c0441ccc207660c9846412b067285c7"
"Aloudat M., Kamrani A.K., Nasr E.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952969097&partnerID=40&md5=d040a6bbb886051e85906cd2f5106e80"
"Soares C., Peng Y., Meng J., Washio T., Zhou Z.-H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865765514&partnerID=40&md5=c31dac039c297b7379c0997711ed2415"
"Datta R., Hu J., Ray B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875963740&partnerID=40&md5=3bef24b0ffe9c9fafabf8d04c0b12918"
"Batyrshin I., Sheremetov L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149242208&partnerID=40&md5=dee0e24a692fe688548085d2990b2b19"
"Iyengar V., Boier I., Kelley K., Curatolo R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870512604&partnerID=40&md5=f4dcaa4bd2bf081469aeeed78903295e"
"Varga M., Vuković M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856357841&partnerID=40&md5=4bd2dc9e9bb23af57406cb9b31d7d463"
"Eicher J., Ruder D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955371052&partnerID=40&md5=c66c96654fefdf1278065a8b47186993"
"Piatetsky-Shapiro G.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547310353&partnerID=40&md5=8290e30ca2214dac866553e8410e06fb"
"Wang Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547586049&partnerID=40&md5=6b20d6dfd0a9ad5ba5abc23311af8dd3"
"Wang K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547580833&partnerID=40&md5=d43cfdf17af2f1d8177454bf833bc4e3"
"Jingxue L., Qi F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447097345&partnerID=40&md5=58c32b4b9d9dde960a165803bb45bdba"
"Hsieh K.-L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50949115215&partnerID=40&md5=53109e4fbc7b3fbf60326d9c5fcbe647"
"Braha D., Elovici Y., Last M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249076322&partnerID=40&md5=b7ccb29baddbc8dc7b5c0cec3546b6e2"
"Chien C.-F., Wang W.-C., Cheng J.-C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845660695&partnerID=40&md5=d51bde8c971eeac799bc8ce1cde87dfc"
"Hsu S.-C., Chien C.-F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846922481&partnerID=40&md5=3a4ac61f2d5dbf84ccaef569c8000ec6"
"Schuerenberg B.K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447133510&partnerID=40&md5=6021e690310b2c5cb52a380b66e98c21"
"Sumathi S., Sivanandam S.N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750060317&partnerID=40&md5=3030321d87541766963b05a9b7bcabc5"
"Munck L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750738133&partnerID=40&md5=7e8af1c9d8e9c367d0ac510abed54554"
"Guo J.-F., Zhang J.-P., Hu Z.-Z., Shen Q.-P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845516536&partnerID=40&md5=48ab3b1dc6f3fe4e80a6c9e96e85801d"
"Öztürk A., Kayaligil S., Özdemirel N.E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646526306&partnerID=40&md5=a1a968576a214c9ad879d4cdc93cc319"
"Laviosa S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748487168&partnerID=40&md5=1736333b219d4f5d917e5fd58cc7f1fb"
"Sharma B.K., Bajpai S.K., Bansal A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748495609&partnerID=40&md5=ad34c4ae5b8db7a39c5631f6529d0ce4"
"Jin N., Zhou S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746360247&partnerID=40&md5=1fa34adf2b1272b7bd3d04a2a33e1344"
"Sugihara T.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745055579&partnerID=40&md5=9f1bc6f3252131dac47443872958500a"
"Rokach L., Maimon O.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646433948&partnerID=40&md5=cefde0c95b0d22635723defdf8e79c43"
"Li T.-S., Huang C.-L., Wu Z.-Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646421404&partnerID=40&md5=5220b4a79eba3b311e0f15f5ba9f7dcd"
"Girija N., Srivatsa S.K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749616638&partnerID=40&md5=a655809d9d1f5e2b8e15b4577ccc8fbe"
"Sadoyan H., Zakarian A., Mohanty P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644674337&partnerID=40&md5=ddeaa0f3ad391ae6c6283b0860afda41"
"Wen J., Zhu M., Xing H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33344457425&partnerID=40&md5=89a42d93edf8d94ca7fe97e1951eb5de"
"Okuhara K., Ishii H., Uchida M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-25144477789&partnerID=40&md5=f20ef9d9bd8ef159329490262aecc635"
"Folorunso O., Ogunde A.O.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-24144499176&partnerID=40&md5=fd55a2cd7f295418ecfcc997de365a29"
"Yamanishi K., Morinaga S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23744450329&partnerID=40&md5=96f4f062a07d33fa66619bd0921fda4a"
"Emblemsvg J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18844446638&partnerID=40&md5=468c8bf370d23405deb9a5bb5a9abbc3"
"Wu R.-C., Chen R.-S., Fan C.R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9744283617&partnerID=40&md5=c4db752e39a7882a62b7e78ba21c9475"
"Berkhout A.J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-8744273693&partnerID=40&md5=9c5a6cbbd8fe654677021593d3b90a11"
"Chien C.-F., Hsiao A., Wang I.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644523596&partnerID=40&md5=d487bae7a279f093c08b051f156e3192"
"Nicholson S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0742323926&partnerID=40&md5=1c473caaceb2056f3684f77f0159e3f3"
"Azvine B., Nauck D., Ho C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345015504&partnerID=40&md5=0ed01612e92c7169810cc1cd55cb7dd6"
"Chen R.-S., Chen C.C., Chang C.C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037266496&partnerID=40&md5=da823c0288d66be15cca3390b283c229"
"Heinrichs J.H., Lim J.-S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037375151&partnerID=40&md5=2a90f0788d679e9439372c7611314cd2"
"Daskalaki S., Kopanas I., Goudara M., Avouris N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037332891&partnerID=40&md5=a37cef977de93ad8e542713e6a4c95ea"
"Anderson J., Kotsiopulos A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642348244&partnerID=40&md5=f919f4fd5186c80452f119f59c2ebd03"
"Tay L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036895406&partnerID=40&md5=7cdef2de2f98a439f69800ea456848cf"
"Zhu W., Chen J., Yin J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036697893&partnerID=40&md5=0277bd3a07bc33062093e8cbe07b9f98"
"Apte C., Liu B., Pednault E.P.D., Smyth P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042414012&partnerID=40&md5=3c76b315e4cf50ab0ec9ab63ba272648"
"Kohavi R., Rothleder N.J., Simoudis E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042414011&partnerID=40&md5=c16293e5e1f02465b620b0453f9f5983"
"Chien C.-F., Lin T.-H., Liu Q.-W., Peng C.-Y., Hsu S.-C., Huang C.-C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644523295&partnerID=40&md5=f95dea4d56a8b7155db1ec723dd21da9"
"Dagli C.H., Lee H.-C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035575056&partnerID=40&md5=b9ac39d0d61832d633dafcd7b37e6284"
"Chien C.-F., Lin T.-H., Peng C.-Y., Hsu S.-C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345277560&partnerID=40&md5=885e25f740984b28b0b820c2e543b6c7"
"Garrido L., Latorre J.I.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035574617&partnerID=40&md5=1351d4704e24d5eacdb1c4ecfdac2f74"
"Gupta R.K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0348238362&partnerID=40&md5=60c4877df8c09fc77706d2490d3a45a3"
"Lau H.C.W., Jiang B., Lee W.B., Lau K.H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-19944378483&partnerID=40&md5=c0e8e16ae49ae3b1bfadb3a1aa4dd2ac"
"Kusiak A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034960598&partnerID=40&md5=e949160a3f2c3ad2b34cd24b95c73e22"
"Kusiak A., Kern J.A., Kernstine K.H., Tseng B.T.L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034351692&partnerID=40&md5=c82bf5f1eb8a5b2e4faa1f6c332af526"
"Bagby J.W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034550247&partnerID=40&md5=73f435c9a99f24322fdc3aac099b12c7"
"Kostoff R.N., Geisler E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033393717&partnerID=40&md5=48790b0d365f0893845886383ca24680"
"Okasha A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033175817&partnerID=40&md5=b60ce028e3c32a6c9af0a490005266b3"
"Dunkel Brian, Soparkar Nandit","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032671296&partnerID=40&md5=5b0de076e2cc7aabd9477a1b5d52e03b"
"Kasravi K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-11344271629&partnerID=40&md5=d694bbd50e38b380adc623e4da287061"
"Martinez-Baena J., Fdez-Valdivia J., Garcia J.A., Fdez-Vidal X.R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032140562&partnerID=40&md5=d7a22f19cd1bfd72bec08291d2ec3a95"
"Kim S.H., Lee C.M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031340773&partnerID=40&md5=8adbd98241d3208d4835df4bc1136ea0"
"Koonce D.A., Fang C.-H., Tsai S.-C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031249093&partnerID=40&md5=bb4b7b2585480af0db9a4214510d7e2c"
"Gür Ali F.Ö., Wallace W.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031222519&partnerID=40&md5=7c6895e443d59d9500951fd92d970f08"
[No author name available],"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031093272&partnerID=40&md5=a1f09666d204e492fae716a72967e8bd"
"Parker K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10044270005&partnerID=40&md5=56bf0ba645909b2c8e9e88ed028f1145"
"Rohrer J.E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028248418&partnerID=40&md5=979a336b215379de4b5a24f63baf9bc6"
"Ney H., Mergel D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026818496&partnerID=40&md5=11db7ed3e9486a5f5c595afa7d5425b9"
"O'Keefe R.M., Haddock J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026222801&partnerID=40&md5=6c523284b307eebdc1f8076e8ee50b57"
"Kuntscher H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025823240&partnerID=40&md5=9269e32747bef34f59319e3b51d78276"
"Hudson D.L., Estrin T.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021155687&partnerID=40&md5=c926c9552d2dad95988f94dea1e0a62f"
"Tedford J.R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960576960&partnerID=40&md5=5aab147bb55a63f9e5175b78925beff8"
"Langham M.R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960569355&partnerID=40&md5=cdf346da1539b1ed31b08b451579d4e7"
