Authors,Link	
Shortridge J., Aven T., Guikema S.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994745056&partnerID=40&md5=64023d71ea668e479a674d89e4cb7521
Noor M.H.M., Salcic Z., Wang K.I.-K.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994779131&partnerID=40&md5=1b669a6ac6050d9b904d02e0005d6578
Kwakkel J.H., Haasnoot M., Walker W.E.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991486853&partnerID=40&md5=26fc79946a7d3716de0496f9626f2cc7
Forni L.G., Galaitsi S.E., Mehta V.K., Escobar M.I., Purkey D.R., Depsky N.J., Lima N.A.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992371589&partnerID=40&md5=029b232a0826b001b8f3907d86f16af8
Leonetti M., Iocchi L., Stone P.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988493689&partnerID=40&md5=d9a681ca374e627ae1650ec861934c6f
Kim Y.-J.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988928468&partnerID=40&md5=ee7ae8588d934c7ca3066abb97a8584b
Carrasco C., Keeney L., Scott M., Napier-Munn T.J.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991712842&partnerID=40&md5=954fb67088f187ca86bc10602da051d2
Mahmoud Zadeh S., Powers D.M.W., Sammut K., Yazdani A.M.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995745554&partnerID=40&md5=6454fd3bb9b807f3e218477019a202f9
Shortridge J., Guikema S., Zaitchik B.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994275147&partnerID=40&md5=885bce95bcdd4e7f6e4ef795867c10ce
de Haan F.J., Rogers B.C., Brown R.R., Deletic A.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985990145&partnerID=40&md5=c0117416dcb16b1ad351bb5239b4249e
Ji X., Niu Y., Shen L.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994759269&partnerID=40&md5=14c5c164ac7e35f7db185dc16c78e442
Auping W.L., Pruyt E., de Jong S., Kwakkel J.H.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986880428&partnerID=40&md5=b83ca3f0823788083a0ae4921da30bf7
Herman J.D., Zeff H.B., Lamontagne J.R., Reed P.M., Characklis G.W.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994474392&partnerID=40&md5=1b0db52b0a87d1cbb71026b1a592a896
Kwakkel J.H., Cunningham S.C.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978394264&partnerID=40&md5=a05924dada4918d240c774a3d2b54fea
Carlsen H., Lempert R., Wikman-Svahn P., Schweizer V.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979085712&partnerID=40&md5=d3e424c2afa328a6cc6c5f7706253af8
Broderick C., Matthews T., Wilby R.L., Bastola S., Murphy C.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995948067&partnerID=40&md5=6b9a3167f83f8b794b8803963df2ffef
Chattopadhyay D., Spyrou E., Mukhi N., Bazilian M., Vogt-Schilb A.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988723564&partnerID=40&md5=51a965218f49bcaaeea51e396f9895e7
Nahmmacher P., Schmid E., Pahle M., Knopf B.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988514062&partnerID=40&md5=b0b6fe3253beb5a1dd6120c083c86e46
Jiang L., Wang J., Shah N., Cai H., Huang C., Farmer R.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951777028&partnerID=40&md5=58165820f1b77b275c931bd2d92afff0
Larsen L.G., Eppinga M.B., Passalacqua P., Getz W.M., Rose K.A., Liang M.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978252830&partnerID=40&md5=4b72d65f2e9db5a8dc6192fa7da7ce68
Hong X., Guo S., Wang L., Yang G., Liu D., Guo H., Wang J.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991094139&partnerID=40&md5=76fce25f7c6d2726fc90d4490dbb27ff
Halim R.A., Kwakkel J.H., Tavasszy L.A.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950970778&partnerID=40&md5=d82473b5bb3e003cc4c1169e3e1dad30
Zhang Y., D’Argenio D.Z.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978139041&partnerID=40&md5=04912f04005c135b2429e25c3613c1db
Forrest S., Mitchell M.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979939227&partnerID=40&md5=76c3f6ef62677e9d995ac3d263e503f3
Velazquez Abad A., Cherrett T., Waterson B.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978717702&partnerID=40&md5=995ed5931a08c585e860d41330c42d11
Huiban M., Coello C., Wu K., Xu Y., Lewis Y., Brown A.P., Buraglio M., Guan C., Shabbir S., Fong R., Passchier J., Rabiner E.A., Lockhart A.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978062297&partnerID=40&md5=42b154f6d6c6d2f383c64be327b6f6f9
Sniedovich M.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954289299&partnerID=40&md5=e3360f16e7bdee175c8b4046faf43dfb
Chesson H.W., Kidd S., Bernstein K.T., Fanfair R.N., Gift T.L.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975859162&partnerID=40&md5=cac3ea0191f47f7861a791ae73d12e2d
Li K., Laird A.R., Price L.R., McKay D.R., Blangero J., Glahn D.C., Fox P.T.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980325780&partnerID=40&md5=610078321cd5b616c6ec183daf0156ff
Greeven S., Kraan O., Chappin É.J.L., Kwakkel J.H.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978977087&partnerID=40&md5=108cd14a32ff0f50a4c0c19553ea191e
Guivarch C., Rozenberg J., Schweizer V.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977943161&partnerID=40&md5=5b1d66cea54d67abccfac4a1ae8ffed3
Coati D., Distefano R., Bombieri N., Fummi F., Mirenda M., Laudanna C., Giugno R.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978531510&partnerID=40&md5=29079a311a55f0b8307b7fc8c19f1905
Patel R., Xu K., Friedman E.G., Raghavan P.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974678582&partnerID=40&md5=c01ff300a6f87572cbc40c882aaba650
Soulios I., Psillos D.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969752485&partnerID=40&md5=25a6c69b6ad57569cedfa4ce9b79da0a
Kwakkel J.H., Jaxa-Rozen M.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960118746&partnerID=40&md5=5c704c4b2fc5fe5ec54bdb34371e6482
Pianosi F., Beven K., Freer J., Hall J.W., Rougier J., Stephenson D.B., Wagener T.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958522250&partnerID=40&md5=68db05423f7c14b3b2b96104519f1127
Islam T., Pruyt E.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959900245&partnerID=40&md5=83d1973c3e62b25701ece21baca11132
Sarraf S., Saverino C., Golestani A.M.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968677712&partnerID=40&md5=9d7ab48aca4e3102dfd1b60e0cb45a3b
Noori M., Zhao Y., Onat N.C., Gardner S., Tatari O.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957088452&partnerID=40&md5=76d241f04bb8e1dcc4537bdd48f623c4
Chu E., Anguelovski I., Carmin J.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961288888&partnerID=40&md5=66a5a29b269d2e75269c7ddb386295ee
Giuliani M., Castelletti A.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954329166&partnerID=40&md5=705d287dd380ee1f7a9331296ca50fc7
Wang D., Zhang Y., Jia X., Jiang P., Guo B.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961912390&partnerID=40&md5=3b5c0300c8ec6dfbe393699641682a9a
Mechler R.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960462047&partnerID=40&md5=73e229d9c8ec1f42e46742fe62ebf1b0
Grau-Moya J., Ortega P.A., Braun D.A.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965139286&partnerID=40&md5=cb0f485055497d6accf17b58915b42ef
Cai Y., Yue W., Xu L., Yang Z., Rong Q.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955474448&partnerID=40&md5=73c78aca3634f5a5a875f237ed6e1169
Arnold S., Attinger S., Frank K., Baxter P., Possingham H., Hildebrandt A.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959295395&partnerID=40&md5=1e467b45aff60240234fa4b715ff5cc7
Matsumoto H., Dickson M.E., Kench P.S.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987736300&partnerID=40&md5=aaad02a46a54a6c4b745caa9dbcfb6a2
Dittrich R., Wreford A., Moran D.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954482916&partnerID=40&md5=71e2d8680b0fa2c154ef24ce83a84d9a
Sierra-Pérez J., Boschmonart-Rives J., Gabarrell X.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951862110&partnerID=40&md5=54cc8460f7b1ff8220bfe41d0d951350
Noori M., Tatari O.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957076548&partnerID=40&md5=13eac538f2eaa321c8ed037306f6d9a8
Shortridge J.E., Guikema S.D.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975709121&partnerID=40&md5=b908afccb6a473dc56cce3b6209f8f7f
Bhave A.G., Conway D., Dessai S., Stainforth D.A.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992217822&partnerID=40&md5=4e26e36de16227be3154a64ecc21d207
Bowen G., Bowen D.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981501196&partnerID=40&md5=17a7e80ed26a7972943e5f7ff32b355e
Bisaro A., Swart R., Hinkel J.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953350016&partnerID=40&md5=acb3d2ed9a6e09c95f8ea36c3c3a3afa
Field J.N., Mohrmann F., Fucke L., Grácio B.C.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985953092&partnerID=40&md5=342cb6cf8db9f4dfcada708496c67a1c
Bretag T., Mahmud S.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978204067&partnerID=40&md5=34d8f1e5a09a9faba1feb6f53f15e75d
Sniedovich M.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978424178&partnerID=40&md5=793fa54c41ba31e702647e270157ead1
Ranjbar H., Hosseini S.H.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976906537&partnerID=40&md5=17d431fb4f97d370b4e6dc9e26f0f4a1
Kwakkel J.H., Eker S., Pruyt E.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978429658&partnerID=40&md5=cbb527241cb67be7c55cbaff6599befb
Broderick C., Matthews T., Wilby R.L., Bastola S., Murphy C.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995550673&partnerID=40&md5=4c7894d64a5a447d4ffbabb816433aa5
Batouli M., Mostafavi A.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976402537&partnerID=40&md5=e3539aa8723851da528d75a40d9348dd
Deleuran A.H., Pauly M., Tamke M., Tinning I.F., Thomsen M.R.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992364759&partnerID=40&md5=e848aedf03f3f8ac332b85628ec3da83
Yilmaz L.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994568483&partnerID=40&md5=7084a17c4009eec66a2a47cb3aec4427
Li Y., Bai C., Reddy C.K.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949198542&partnerID=40&md5=5af34adc332b4246102a9b23b57741cd
Roast C., Leitão R., Gunning M.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979620079&partnerID=40&md5=ae842c8f71387408d219c19a6e14249e
Schwarz T., Spaczynski M., Kaufmann A., Wysocki J., Ga?aj A., Schulze K., Suryakiran P., Thomas F., Descamps D.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920169510&partnerID=40&md5=190dc8aa8f17bbf552ce14244d7e54a9
Thissen W., Kwakkel J., Mens M., van der Sluijs J., Stemberger S., Wardekker A., Wildschut D.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951856906&partnerID=40&md5=fef3607c67fca36a9a1166c53ac8da7f
Hadka D., Herman J., Reed P., Keller K.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939535868&partnerID=40&md5=ac493b140ec32171879ec3994c2a272e
Moghaddass R., Rudin C.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960465254&partnerID=40&md5=5fe09431832588e2bd4876c5d1a31cec
Azarnivand A.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941061686&partnerID=40&md5=87d6780badde378672c6f0d655a72599
White D.D., Withycombe Keeler L., Wiek A., Larson K.L.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925707964&partnerID=40&md5=cd791b2a773887b03d52ea22817fcf83
Rizwan M., Zaman M., Lee J.H., Gani R.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941283807&partnerID=40&md5=fd2f7265a95ea4ed36c1d98951858648
Hu X.-X., Chen Y., Luo H.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946563494&partnerID=40&md5=2ab285430d11a3ff467df5bf02bef772
Rodrigues D.B.B., Gupta H.V., Mendiondo E.M., Oliveira P.T.S.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956789526&partnerID=40&md5=a07cd181dc21a059669e6ba6093bbddc
Dang M., Lienhard S., Ceylan D., Neubert B., Wonka P., Pauly M.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995755407&partnerID=40&md5=98af5b7b7e86f965b5039913b30b1049
Brown I., Everard M.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929582555&partnerID=40&md5=1b06fcf3223c9df52680cb9735f5c0bb
Hansen C., Daim T., Ernst H., Herstatt C.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954305975&partnerID=40&md5=979e1017b1c42bb298ad6a3236591938
Grubler A., Ermoliev Y., Kryazhimskiy A.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941170354&partnerID=40&md5=dac93c4f4c6bc0194f07944dd0769d16
Pellizzari P., Sartori E., Tolotti M.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955170921&partnerID=40&md5=0f921b9dd830ca4537713842d89ac2f1
Demski C., Butler C., Parkhill K.A., Spence A., Pidgeon N.F.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938569181&partnerID=40&md5=36ee35026b4ccf33e2522c2e5ceccd98
Isley S.C., Lempert R.J., Popper S.W., Vardavas R.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938059213&partnerID=40&md5=ab2bc4569352e5e1c0ea688ae3c98c60
Ahmadi M.H., Ahmadi M.A., Sadatsakkak S.A.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937828100&partnerID=40&md5=8533e49bee68c8d27e03e9bd8bdf2db3
Casal-Campos A., Fu G., Butler D., Moore A.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937510436&partnerID=40&md5=27e1b068a934553e418c7b331816ebcc
Frieler K., Levermann A., Elliott J., Heinke J., Arneth A., Bierkens M.F.P., Ciais P., Clark D.B., Deryng D., Döll P., Falloon P., Fekete B., Folberth C., Friend A.D., Gellhorn C., Gosling S.N., Haddeland I., Khabarov N., Lomas M., Masaki Y., Nishina K., Neumann K., Oki T., Pavlick R., Ruane A.C., Schmid E., Schmitz C., Stacke T., Stehfest E., Tang Q., Wisser D., Huber V., Piontek F., Warszawski L., Schewe J., Lotze-Campen H., Schellnhuber H.J.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937116207&partnerID=40&md5=319cc7d9e26a1181fd758682af8efc78
Groves D.G., Bloom E., Lempert R.J., Fischbach J.R., Nevills J., Goshi B.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931031051&partnerID=40&md5=30a72b2c887b47e735c7989bdd2f6131
Ahmadi T., Karimi H., Davoudpour H., Hosseinijou S.A.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939971051&partnerID=40&md5=eaf74e614e6c491a61f0c8a747994ecc
Seo D.-J., Siddique R., Ahnert P.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925340714&partnerID=40&md5=b05548783051bfbe949133850897ff83
López R., De Pontual H., Bertignac M., Mahévas S.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963594613&partnerID=40&md5=1cf9874aa4091e05f4bcd10cabb47693
Parker A.M., Srinivasan S.V., Lempert R.J., Berry S.H.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920189724&partnerID=40&md5=0d8835a00f79c78cea52f13180dac6f1
[No author name available],	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948447379&partnerID=40&md5=1a90d713db4fde68d02da90413d4e465
Auping W.L., Pruyt E., Kwakkel J.H.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84935139870&partnerID=40&md5=afbe01cb982b08ae582534941664a5a1
Chow Y., Tamar A., Mannor S., Pavone M.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965147247&partnerID=40&md5=b07f388a4ffdd6ad48b1d6546f891a54
Schätter F., Hansen O., Herrmannsdörfer M., Wiens M., Schultmann F.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946067358&partnerID=40&md5=45680d11c67aec130af6ad85b269d885
Pruyt E.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944524446&partnerID=40&md5=710f23c02d715dbb3538b38532144345
Herman J.D., Reed P.M., Zeff H.B., Characklis G.W.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939499206&partnerID=40&md5=e3b034b3354a8af8acabc189dda3be1b
Singh R., Reed P.M., Keller K.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939545496&partnerID=40&md5=57d63ab39323aaffc6f38e01da4a1147
Kalinina M.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926387585&partnerID=40&md5=347ec641608b4fb4a723a03604a03286
Mohapatra A., Bijwe P.R., Panigrahi B.K.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907783083&partnerID=40&md5=0bae1b585b7ed1cdf60be2f6f0b2d5aa
Wang P., Zhang Y., Lü J., Yu X.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921966538&partnerID=40&md5=cb252413f7078340d0ef4fe415dbbb77
Montella R., Kelly D., Xiong W., Brizius A., Elliott J., Madduri R., Maheshwari K., Porter C., Vilter P., Wilde M., Zhang M., Foster I.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944874118&partnerID=40&md5=ab05651c676fa75a02a43086647cda67
Shortridge J.E., Aven T., Guikema S.D.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958983941&partnerID=40&md5=ca3b65f1a7eeedb701c87d63489ddf2e
Hu J., Mehrotra S.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922684275&partnerID=40&md5=c5871778dccce209e5006645d1fc7155
Bai H., Cai S., Ye N., Hsu D., Lee W.S.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938236112&partnerID=40&md5=ae1ea0c7b082109dab325c4ffb30b135
Hall J.W., Henriques J.J., Hickford A.J., Nicholls R.J., Baruah P., Birkin M., Chaudry M., Curtis T.P., Eyre N., Jones C., Kilsby C.G., Leathard A., Lorenz A., Malleson N., McLeod F., Powrie W., Preston J., Rai N., Street R., Stringfellow A., Thoung C., Tyler P., Velykiene R., Watson G., Watson J.W.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912558988&partnerID=40&md5=a344559702d00aed22aa1a231de62c40
Bowyer P., Schaller M., Bender S., Jacob D.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944519930&partnerID=40&md5=feddf114f20f6be3a47e1018256ba22d
Cole Z., Holland S., Donohoe H.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947041776&partnerID=40&md5=f993f594c8b33efc21799475ac4bbc14
Rizwan M., Lee J.H., Gani R.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940544036&partnerID=40&md5=4bb36bf79aa18b9a27756fc7ee145150
Xie J., Wan Y., Zhou Y., Mills K., Filliben J.J., Lei Y.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940514818&partnerID=40&md5=0d9d8d403f89b42bd290ecc36eedeea9
Pye S., Sabio N., Strachan N.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945537843&partnerID=40&md5=669a10d9ec56221d4700898882512c3f
Mendoza J.M.F., Sanyé-Mengual E., Angrill S., García-Lozano R., Feijoo G., Josa A., Gabarrell X., Rieradevall J.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940051202&partnerID=40&md5=b68022c3fd1fb2a49f81bb19b435bb54
Van Buren K.L., Hemez F.M.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922422529&partnerID=40&md5=1b19e721c83d2d08d00394f45af70536
Barker S.G., Summers M.P.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948461462&partnerID=40&md5=19f7febb908f323494762ced324de0a0
Barker S.G., Summers M.P.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948451855&partnerID=40&md5=e008b75ec6a206edd5a4352d78142df3
Xu X.-B., Zheng J., Xu D.-L., Yang J.-B.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947571814&partnerID=40&md5=77f613bdabc4325f269af6299d3fcd46
Genovese E., Green C.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937636330&partnerID=40&md5=dd9043c70902218556417e36775cce54
Faraji E., Afshar A., Rasekh A.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84935053870&partnerID=40&md5=464bb12f8fc8f4029d8742e2c6c18a38
Pattanaik L.N., Yadav G.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938930709&partnerID=40&md5=42862c36e62302c3aa6f04c03ba640fc
Scherer R., Billinger M., Wagner J., Schwarz A., Hettich D.T., Bolinger E., Lloria Garcia M., Navarro J., Müller-Putz G.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923320918&partnerID=40&md5=2eb463c9f5d80165e27101dc77fea271
Anyanwu C., Afekhume D., Onobrakpeya C., Sonde A., Kakayor O.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958559452&partnerID=40&md5=7327e384a297478e6acab0393a1bdc1b
Villa V., Paltrinieri N., Cozzani V.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946059614&partnerID=40&md5=3182de082612c84b2a977b7f162590d6
Noori M., Gardner S., Tatari O.,	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942015585&partnerID=40&md5=41b8eb01a61bd91507e5802911829d64
