Link,Author Keywords
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907663311&partnerID=40&md5=ee303e0fb622797ae8a2e877404852d2","Deep uncertainties; Integrated modelling; Robust decision making; Strategic planning; Urban drainage; Urban water management"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922433050&partnerID=40&md5=4273b7b1f0f5a4f7d5916828cf3bc5de","(Q)SAR; Adverse outcome pathway (AOP); Cross species extrapolation; High content screening (HCS); High throughput screening (HTS); Integrated approaches to testing and assessment (IATA); Read-across"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907954728&partnerID=40&md5=7de6011eb7a0d3f79c4d661a71b6b65f","Exploratory modeling and analysis; Hot mix asphalt; Life cycle cost; Multi criteria decision making; Reflective cracking mitigation method"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942363035&partnerID=40&md5=53b1ba1f7e464fbc6372032fe1e892e1",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910594225&partnerID=40&md5=f89f50b6bb6667f9433675dcb7b7868a","Lahar; Primary volcanic hazards; Risk assessment; Risk management; Secondary volcanic hazard; Tongariro Alpine Crossing; Tongariro National Park; Tongariro volcano; Tourism"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942364143&partnerID=40&md5=5ab0880789dd936a41e867a5a3892b69",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908424259&partnerID=40&md5=7dc8307958559899c886f2b85be91159","(Q)SAR; Adverse Outcome Pathway (AOP); Cross species extrapolation; High content screening (HCS); High throughput screening (HTS); Integrated Approaches to Testing and Assessment (IATA); Read-across"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922465409&partnerID=40&md5=c3a70f76df23d0259bd74a370c7ed6a4","Climate change adaptation; Framing; Pathways; Transformation; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905983125&partnerID=40&md5=93006c7ce2b5241a28b16df166aabba8","big data; causality; complex systems; exploratory modeling"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927511422&partnerID=40&md5=ab9c52996b034d7ca099948a562b58b2","Individuals control chart; Process capability index; Process improvement; Quality management; Robust decision making; Runs test; Statistical process control"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904658611&partnerID=40&md5=8ef413e4f576335dc786060f0f3f7a38",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953249929&partnerID=40&md5=b147f66516b395715a81f0de15c5d4ce",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894435128&partnerID=40&md5=1e0696b725ac74314bb0edeb985fa86c","Decision rules; Distributional robustness; Risk theory; Robust optimization"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930334579&partnerID=40&md5=936efa738089a3f0650739682d4fd52f",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901084295&partnerID=40&md5=bd4ef4e13e3fc32b9b5e08bf2f35703d","anthropogenic; Arctic warming; climate change"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949928262&partnerID=40&md5=3eb2fdcc6b77dac21037467b3cbe06e4",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983146809&partnerID=40&md5=339287e5ea739c7aa5aa8e12587ad970","Autonomous hybrid power system; Energy storage systems; Optimalsizing; Renewable energy sources; Smart grid"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899809681&partnerID=40&md5=477654572ad55573627eba4d1a41acd4",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890960177&partnerID=40&md5=cc8a5611a70089d6b742d862248e8370","Multi-objective optimization; Robust model predictive control; Stochastic optimization; Supply chain management; Supply chain optimization"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890863739&partnerID=40&md5=3c2ae80ae1a16f2eeb345cbd14f0c580","Climate change; Index-based robust decision making; Multi-criteria decision analysis; Watershed management"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888120151&partnerID=40&md5=0a243a58f5b2c51f51a2bfa2d2f82add","Airport security; Complexity management; Robust decision making; Threat scenarios"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894457576&partnerID=40&md5=e39e4cfbca4a304a6b67108bd1468e14",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894453004&partnerID=40&md5=c0a3e55b05c268f6999b58b25fab7294",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988273448&partnerID=40&md5=fb730d1945af9d6d3be7d3e9f0dcafff","aleatory and epistemic imperfection; evidence theory; imperfection propagation; LCC prediction; parameter imperfection; structural model imperfection"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893382552&partnerID=40&md5=aa0ab80d5d55f709c1d192f614402edd","Deep uncertainty; infrastructure systems; risk analysis; robust decision making; transportation planning"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894262363&partnerID=40&md5=0cccdb9ce40b46bb7d468c00be74eb87","Climate change; Greenhouse gas (GHG) emissions; Industrial ecology; Life cycle assessment (LCA); Policy analysis; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893668815&partnerID=40&md5=3fdcdbb67cc960a9da4e6898f48539b7","Longitudinal studies; Neck; Physical therapists; Rehabilitation"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908179647&partnerID=40&md5=7bfc5d1de5c2ac09db15d876107fbcc7",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911449269&partnerID=40&md5=7f33153b059eac3296b2056f119d27bd","Action decision; Logic based; Real world; Robots"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904788790&partnerID=40&md5=363b55ec9ffb2d3d552b0e530b051710","Actor analysis; Adaptation tipping points; Adaptive governance; Collaborative monitoring; Dynamic adaptive policy pathways; Implementation; Robust decision-making; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930149546&partnerID=40&md5=ed7fd79a034f58ce88f573928880e50d","Artificial intelligence; autonomous systems; information fusion; navigation; surveillance; unmanned aerial vehicles"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908258559&partnerID=40&md5=72c8752241bf8af4fc895451a31df954","customer order scheduling; disruption risks; equitable optimisation; stochastic mixed-integer programming; supplier selection"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895416415&partnerID=40&md5=306b837159288d3b28b87cf812210892","climate adaptation; dams; Ethiopia; Monte Carlo simulation; Nile Basin; real options; robust decision-making"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929148011&partnerID=40&md5=c9a503ec78faef65c04fec2bdbbad74a","Dust explosion; Dynamic risk assessment; Dynamic risk management; DyPASI; Early warning; Hazard identification"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910119475&partnerID=40&md5=95133754d8d63f5cc27059d750d3b385",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911408081&partnerID=40&md5=c0717e6021c1c8634ae7b4939e0a67d1","many-objective robust decision making; multistakeholder robustness tradeoffs; regional water portfolio management"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900505883&partnerID=40&md5=39da4d0c00f4cf4331a6c8f9efdadb71","cloud service trustworthiness; evidential reasoning approach; fuzzy set; gap model; multi-attribute decision making"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928939431&partnerID=40&md5=2bc54aa327df19135adbcd0bd35e6958","California; Climate change; Droughts; Water management"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903890546&partnerID=40&md5=a5b78ce7f1908f2cf581b35a9f6c6b47","Joint robust pricing and order decision; New product supply chain; Newsvendor model; Partial information; Robust decision-making"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904355042&partnerID=40&md5=60cbce3186d16087441890d506cdebbd","Data assimilation; Decision support; Information integration; Simulation"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911014861&partnerID=40&md5=66edaafcc72d819c3fb7bf8cf184889c",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904789799&partnerID=40&md5=47eccf22a63d7b090b8934f9fd5476a3","Coastal hydrosystem management; Fuzzy-stochastic approach; Multi-criteria decision analysis"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903146969&partnerID=40&md5=1dd601ba14d1e0def99e11741f968875","Disaster response; humanitarian information management; preparedness; risk management; robust decision support; sensemaking"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958550027&partnerID=40&md5=f1481c031cc845ecc797fbc01d7f6612","action selection; Autonomous and bio-inspired robotics; multimodal sensors; Navigation and mapping"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895107835&partnerID=40&md5=a386a07cae4003338d8976360f47fd59",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930989213&partnerID=40&md5=a4ddcef7af4c839579340864b669c768","Electricity price uncertainty; emission price uncertainty; fuel price uncertainty; information gap decision theory; portfolio optimization"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925484561&partnerID=40&md5=fc0f858e581ed542092ab9180f8361b1","Corporate bankruptcy; Credit risk; Data splitting; Experimental design; Performance metric; Statistical test"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898795502&partnerID=40&md5=f662f6a5cabe3a1175d9944118e6fd9e","Hydroclimatology; Probabilistic decision making; Resilience; Risk; Statistical downscaling; Uncertainty; Water resources; Water supply and demand"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904764030&partnerID=40&md5=17a3c1ca7287cf4779af07a39fdf8f29","Construction waste management; environmental footprint; hybrid life-cycle assessment; supply chain; sustainability; US buildings"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902160375&partnerID=40&md5=b85f31ee5e57609c11df3c1081bf78c2","Damage detection; Impedance measurement; Lift-off variation; Magnetic transducer; Non-contact sensing"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904644707&partnerID=40&md5=0ac9e74c4283664d8b606e60bbc30a4d","adaptive control; cloud; data distribution; Prediction"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901496137&partnerID=40&md5=05ea21d767f9df826d3364421b80332a","Adaptation; Decision making; Green Z-score; UKCP09; Uncertainty; WaSim"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906725087&partnerID=40&md5=1d0889b2a2f9fc5d7991cea8a4382632","building retrofit; energy consumption; optimization; risk management; robust decision making; system learning; uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911867801&partnerID=40&md5=b6b3b74398984b65237b47e689df335d","Analysis of reasoning; Uncertainty; Visualization"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902539052&partnerID=40&md5=9fe1b303dc14d30acdb57e17467c31cc","Consequential LCA; General equilibrium models; Modeling; Taxonomy"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893424569&partnerID=40&md5=44cc5905f5cc51070efe3b6b26a76652","Australia; Bayesian models; Breeding; Colonial waterbirds; Flow; Inundation; Process model; Threshold"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891489294&partnerID=40&md5=23fdd91ebb2490e57855aba2dfbf520d","Carbon tax; Coal-fired power plant; Decision making; Flexible operation; Planning and scheduling; Post-combustion carbon capture"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994092365&partnerID=40&md5=97e4859b21a1690dcd47809af6682fea",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902491107&partnerID=40&md5=e7b42a1ea5462b2a04984c8988201c50","Psychometrics; R project; Structural equation modeling"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923858526&partnerID=40&md5=b19393a1791a13ebfc66297b9e0ea756",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897963193&partnerID=40&md5=d4445d8820b7c5737dfc391208bc385c","Graph theory; Infrastructural networks and constraints; Maximising worth; Steiner tree; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897020973&partnerID=40&md5=f12d6eb8b815678392c7ea4d1e1ad2e8",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904012559&partnerID=40&md5=d239e954a8d4603116f7f6e0de886ff9",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920628526&partnerID=40&md5=a0bc47286c63505d9853ecf297ca7f7a",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920733214&partnerID=40&md5=62c80873bf0e038fd081e76c430b7b9e","business process model; process mining; scenario discovery; SOA"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901686691&partnerID=40&md5=0d4ccb6dc16b9ba5af6b6193245a6114",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900325357&partnerID=40&md5=255e7c79f025dfd7103027ac049150a3",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911917201&partnerID=40&md5=d9b4ce5241bb02504183d082818dc5f6","Hydrodynamic; Interactive; Modeling; Overland flooding; Social modeling; Web-based"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911892376&partnerID=40&md5=ed3ec4ba6e03f97d452a36393db9ebe3","Exploratory modelling; Food security; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902535735&partnerID=40&md5=2c23231d6d6b5d29e242aece9f8f11b7","Adaptive policymaking; Complex systems; Deep uncertainty; Exploratory modeling and analysis; Multi-objective robust optimization; Simulation optimization"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890820243&partnerID=40&md5=5fc7e8e6ad053c33ff33266787bae990","Bayesian decision; hard/soft fusion; heterogeneous sensor network; robust"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890034750&partnerID=40&md5=6778131dcb8a3073df18b73e493aa24d",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888421661&partnerID=40&md5=7eab8d1449e1190e27dfedb8075a36a2","Emergence; Exploratory Modeling; Modeling of Complex Systems; Self Organization"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888326915&partnerID=40&md5=b99f0c2b9940fa4a01b4a385529c6935",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889084767&partnerID=40&md5=41ccb3245657473787b1bd8a72fe30f0","children; educational psychologists; views; voice"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894681535&partnerID=40&md5=669e5aa3cec1a746fa45f6f285d0b79c","Adjustable autonomy; Autonomy analysis; Dynamic autonomy distribution; Layered Adjustable Autonomy (LAA); Situation awareness; Software agent"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898333195&partnerID=40&md5=2555ff9ec7a0baf09761198b2a2e0dde",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885419715&partnerID=40&md5=c08afec64fa5e915b301e34440ca0018","Fuzzy set; Multi-criteria; VIKOR; Vulnerability; Water supply"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886584847&partnerID=40&md5=5002872d1be916aa3032d52cc2fa3d19","Exploratory modelling; Residential density; Stormwater management; Strategic planning; Urban form; Water sensitive urban design (WSUD)"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885216749&partnerID=40&md5=fcffeac0302740bd23f6e07f28554dd4","Metropolitan area networks; Regional planning; Robust decision making; Scenario discovery; Uncertainty; Urbansim"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880349947&partnerID=40&md5=8fdca4b23e40fbaff6a77a27157a513b","Principal component analysis; Robust decision making; Scenario discovery; Scenarios; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885638754&partnerID=40&md5=e6fc241011304f0726bc5253207d15ec","Central pattern generator; Lamprey; Locomotion; Salamander; Segmental oscillators"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944902467&partnerID=40&md5=e39bb501fa82d55146ad0e48f06a55ab",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884256921&partnerID=40&md5=b60db0fccc59208ab43db74062b9ed8e","Climate change impacts; Ensemble; Robust decision-making; Uncertainty; Water resources"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883898253&partnerID=40&md5=f2dee51fe16b947e8e37c8c659ea4972","Decision making under uncertainty; Exploratory modelling and analysis; Natural gas production; SoS; System dynamics; System of systems; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883187501&partnerID=40&md5=529d04b73ecf3890bc2880172c3f0849",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951983257&partnerID=40&md5=ff7109624c685695ed8913ef82b5cf9b","Disruptive innovation; Risks; SME; Value"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881539429&partnerID=40&md5=6f16636cf089dfd44dfb2fe15114e4e1","Exploratory modelling; Multi-Pattern Approach; Scenario; Socio-technical; Transitions"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881218358&partnerID=40&md5=21d0e6e57bff0d300d36d293605cdc3c","deep question answering systems; evidence-based medicine; information gap theory; robust decision making"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879735572&partnerID=40&md5=283b0b76e5c3b0fa7fd05f1ffa5bfe49","Asset management; Deep uncertainty; Multicriteria decision analysis; Risk management; Robust decision making; Scenario analysis; Transportation planning"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877110300&partnerID=40&md5=641edb21dc473cb346b81b5d6d5d292c","Australia; Drought mitigation and planning; Ecosystem services; Environmental valuation; Murray-Darling Basin"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880380965&partnerID=40&md5=0aa90e4a1f16008a3b100cfdea7f3be0","Conditional simulation; Improved niched Pareto genetic algorithm; Probabilistic multi-objective optimization; Risk assessment of groundwater contamination; Uncertainty analysis"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879390451&partnerID=40&md5=fd12761207df807ea1df7a9712e20d57","Deep uncertainty; Energy policy; Hedging strategies; Policy-relevant scenarios; Robust decision making"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878442872&partnerID=40&md5=65aa4f05d249c6b7836436156c0578f2","Info-Gap Decision Theory (IGDT); Infrastructure planning; Robust Decision Making (RDM); Uncertainty; Water resources planning"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883182173&partnerID=40&md5=9d260958f4c97d2c99a2764a261a0429","coastal planning and management; interactive decision support; planning under uncertainty; Robust decision making"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876884540&partnerID=40&md5=c33c2c313891a7c173df2ec7c64c0899","Climate change; Decision making under uncertainty; Evolutionary economics; Scenario planning; Technology change; Vulnerability analysis"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883417333&partnerID=40&md5=71105d75c818bebe58172a566f53f564","Complexity; Decision making; Situation awareness; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876943607&partnerID=40&md5=3d20a37ea99eecf146fded49dac65449","Adversarial information leakage; Two-player zero-sum games"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875376336&partnerID=40&md5=e5900a6518ae381652165b746a1854c7","Deep uncertainty; Exploratory modeling and analysis; Metal scarcity; Scenario discovery; System dynamics"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877050337&partnerID=40&md5=d7af805ee560af8459a0e60729313a72",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874529980&partnerID=40&md5=a7351fa7dbfbcfbcdaff6f2ef4db29d5","Environmental management; Interactive visual analytics; Multiobjective evolutionary algorithms; Robust decision making; Uncertainty analysis; Water supply"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875181174&partnerID=40&md5=dc6e572c964971f26a1086d72d9ada59","conceptual design stage; conflict resolution; design for reliability; ergonomic design; fuzzy linguistic aggregation; graph theory"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875605093&partnerID=40&md5=f705d2d3f32f470450ef572561bffc2f","Biomass energy; Charcoal; Energy policy; Fuelwood; Misconceptions; Woodfuel"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875380537&partnerID=40&md5=61bda09d497e4654a0d5c3cbb90f4327","Compliance; Consent conditions; Ecological Compensation; Mitigation; Offset; Trade-offs"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873988228&partnerID=40&md5=3945d70ddfaf3e069fd406b3596280fd","Adaptive policymaking; Agent-based modeling; Deep uncertainty; Exploratory Modeling and Analysis; Future-oriented technology analysis; System dynamics"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873998847&partnerID=40&md5=2df81ded36d1fe1d48992539e48d21ca","Adaptive policy-making; Deep uncertainty; Exploratory Modeling and Analysis; Model-based decision support"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886656496&partnerID=40&md5=8c7daa894b1a4b249a28e17aa484498e","Decision support systems; Multi-attribute decision-making (MADM); Multi-attribute value theory (MAVT); Multi-criteria decision analysis (MCDA); Scenario-based reasoning (SBR)"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949422615&partnerID=40&md5=9b1d1ae1c16cab042059e3d38d3b75ff",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872338625&partnerID=40&md5=2b01d42e35778b79f94bc219c194623f","Box plot; Individuals control chart; Process improvement; Quality management; Robust decision making; Runs test; Statistical process control"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871811489&partnerID=40&md5=097cb630baa5e229806ae069e07b863b","Building retrofits; Economic optimisation; Robust decision-making; Uncertainty; Whole-building simulation"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879306495&partnerID=40&md5=2676a1be4f1f6954dd48cf525e936b73","Adaptation pathways; Adaptation tipping points; Adaptive policymaking; Deep uncertainty; Dynamic adaptive policy pathways; Exploratory modeling and analysis; Meta-models; Robust decision making; Scenario discovery; Sustainable adaptive plans"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873746718&partnerID=40&md5=ec4debcc836ddc6f0e9efe12fc2de0bf","Economic optimisation; Infrastructure planning; Robust Decision Making (RDM); Uncertainty; Water resources planning"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897402177&partnerID=40&md5=86a468d9663fc594c9f725f139a9aff2",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903650359&partnerID=40&md5=8b067e05dd6f3c388ccf5384fcfae79b",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870687701&partnerID=40&md5=af55134db8b24474cd420af9a5b49808","Inflation persistence; Monetary policy; Robust control"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905653115&partnerID=40&md5=09e1a57cea8c938096c454f1445a150b","Decision making; Decision space; Decision support; Emergency response; Instant message; Public communication; Robust decision making; Situation awareness"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929991772&partnerID=40&md5=b0f81a286ab9a157c72fcd91858bd839",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878337624&partnerID=40&md5=d754dcd1115bbf26d3d671c275b760bd","Bilateral contracts; distributed generation; information gap decision theory; risk; uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897017328&partnerID=40&md5=60f947814b218e3b97911c194886f7b4","Dynamic data driven application systems (DDDAS); Economic load dispatch; Power grids; Real-time decision making"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880843866&partnerID=40&md5=9ba58fe85cb00d56dde47f6b37214419","Adaptive management; Alternative stability regime; Biodiversity; Conservation; Decision analysis; Decision science; Dynamic decisions; Modeling; Optimization; Resilience; Robust decision making; Systems; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924297694&partnerID=40&md5=0b8144947d7f6caf5f3b23f0aa0499ed","Cheetah experimental platform; Collaborative process modeling; Process of process modeling"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874650576&partnerID=40&md5=41c185dfecf4cbd2d1ac60e5e3e58125","Bayesian networks (BN); conditional probability; fault tree analysis; fiber to the curb; hazard and operability analysis; residual mishap risk; system of systems (SoS); telecommunications"
